,Unnamed: 0,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,STT,DLY,DLY_RATE,STT_HOUR,QUARTER,AOD_0,AOD_1,STT_weight
105,279,0,0,0,3,6,0,0,25,17,0.0,0.7292168000000001,5,0,0,1,0.07056451612903226
20,280,0,0,0,3,3,2,0,41,101,1.0,0.33951026,14,0,1,0,0.06708160442600276
21,281,0,0,0,3,2,3,0,41,92,1.0,0.43102443,13,0,0,1,0.05532503457814661
56,282,0,0,0,3,1,0,0,64,26,0.0,0.7629959,7,0,1,0,0.06042972247090421
57,283,0,0,0,3,0,1,0,64,20,0.0,0.5673795,6,0,0,1,0.040286481647269466
58,284,0,0,0,3,1,0,0,77,81,0.0,0.6589688,14,0,1,0,0.05774395702775291
59,285,0,0,0,3,0,1,0,77,73,1.0,0.3365941,13,0,0,1,0.06803939122649955
2,286,0,0,0,3,1,0,0,41,80,1.0,0.45724607,15,0,1,0,0.04912998976458546
3,287,0,0,0,3,0,1,0,41,71,1.0,0.12444532,13,0,0,1,0.07881269191402251
106,288,0,0,0,3,6,0,0,20,153,0.0,0.9410083,3,0,1,0,0.06025985663082437
107,289,0,0,0,3,0,6,0,20,142,0.0,0.7693131,2,0,0,1,0.06630824372759858
108,290,0,0,0,3,6,0,0,26,22,0.0,0.9481381999999999,6,0,1,0,0.058915770609319
109,291,0,0,0,3,0,6,0,26,10,0.0,0.7787233,5,0,0,1,0.07056451612903226
110,292,0,0,0,3,0,6,0,39,104,0.0,0.5604077,13,0,1,0,0.07235663082437276
111,293,0,0,0,3,6,0,0,39,93,0.0,0.51481825,12,0,0,1,0.07997311827956989
112,294,0,0,0,3,5,6,0,117,49,0.0,0.7737199,8,0,1,0,0.06541218637992832
113,295,0,0,0,3,6,5,0,117,37,0.0,0.57968557,7,0,0,1,0.07146057347670251
114,296,0,0,0,3,6,5,0,118,115,0.0,0.8059472,14,0,1,0,0.06653225806451613
115,297,0,0,0,3,5,6,0,118,103,0.0,0.51337975,13,0,0,1,0.07235663082437276
22,298,0,0,0,3,2,3,0,42,132,0.0,0.678996,2,0,1,0,0.048409405255878286
23,299,0,0,0,3,3,2,0,42,123,0.0,0.72414637,1,0,0,1,0.057053941908713685
60,300,0,0,0,3,0,1,0,65,36,0.0,0.7199948,8,0,1,0,0.0738585496866607
61,301,0,0,0,3,1,0,0,65,30,1.0,0.34815454,8,0,0,1,0.0738585496866607
62,302,0,0,0,3,0,1,0,78,91,0.0,0.56770414,15,0,1,0,0.05505819158460161
63,303,0,0,0,3,1,0,0,78,85,1.0,0.47257268,15,0,0,1,0.05505819158460161
116,304,0,0,0,3,0,6,0,21,7,0.0,0.7159146,4,0,1,0,0.06541218637992832
117,305,0,0,0,3,6,0,0,21,160,0.0,0.7465614,3,0,0,1,0.06025985663082437
118,306,0,0,0,3,0,6,0,27,39,0.0,0.62889624,7,0,1,0,0.07146057347670251
119,307,0,0,0,3,6,0,0,27,29,0.0,0.72857404,6,0,0,1,0.058915770609319
120,308,0,0,0,3,6,0,0,40,97,0.0,0.9026651,13,0,1,0,0.07235663082437276
121,309,0,0,0,3,0,6,0,40,86,0.0,0.7408166,12,0,0,1,0.07997311827956989
24,310,0,0,0,3,4,6,0,31,83,0.0,0.6130998000000001,12,0,1,0,0.06881051175656985
25,311,0,0,0,3,6,4,0,31,70,0.0,0.6877723000000001,11,0,0,1,0.08022130013831259
26,312,0,0,0,3,0,4,0,62,3,0.0,0.62955964,4,0,1,0,0.04460580912863071
27,313,0,0,0,3,4,0,0,62,141,1.0,0.48928332,3,0,0,1,0.07607192254495157
28,314,0,0,0,3,4,0,0,75,22,0.0,0.85541964,6,0,1,0,0.0594744121715076
29,315,0,0,0,3,0,4,0,75,11,0.0,0.83250546,5,0,0,1,0.07434301521438451
30,316,0,0,0,3,4,0,0,87,61,0.0,0.61070204,10,0,1,0,0.06535269709543569
31,317,0,0,0,3,0,4,0,87,47,0.0,0.6190722,9,0,0,1,0.08125864453665284
32,318,0,0,0,3,4,0,0,100,103,1.0,0.35890429999999995,14,0,1,0,0.06708160442600276
33,319,0,0,0,3,0,4,0,100,92,1.0,0.45929605,13,0,0,1,0.05532503457814661
64,320,0,0,0,3,2,1,0,26,32,0.0,0.61714524,8,0,1,0,0.0738585496866607
65,321,0,0,0,3,1,2,0,26,25,1.0,0.38362008,7,0,0,1,0.06042972247090421
66,322,0,0,0,3,2,1,0,42,61,0.0,0.53006756,12,0,1,0,0.0756490599820949
67,323,0,0,0,3,1,2,0,42,51,0.0,0.548093,11,0,0,1,0.08594449418084155
68,324,0,0,0,3,2,4,0,52,53,0.0,0.67212224,11,0,1,0,0.08594449418084155
69,325,0,0,0,3,4,2,0,52,43,1.0,0.23942035,10,0,0,1,0.06714413607878246
0,326,0,0,0,3,3,0,0,12,13,0.0,0.9279113000000001,7,0,1,0,0.055475504322766565
1,327,0,0,0,3,0,3,0,12,9,0.0,0.6672638000000001,5,0,0,1,0.06484149855907781
2,328,0,0,0,3,0,3,0,25,46,0.0,0.74763626,13,0,1,0,0.08645533141210375
3,329,0,0,0,3,3,0,0,25,40,1.0,0.31307787,12,0,0,1,0.08645533141210375
4,330,0,0,0,3,3,4,0,40,67,0.0,0.881783,2,0,1,0,0.07564841498559077
5,331,0,0,0,3,4,3,0,40,62,1.0,0.46249807,1,0,0,1,0.05403458213256484
4,332,0,0,0,3,0,2,0,19,64,0.0,0.68775105,13,0,1,0,0.07881269191402251
5,333,0,0,0,3,2,0,0,19,55,1.0,0.2778644,11,0,0,1,0.06857727737973388
6,334,0,0,0,3,2,0,0,33,56,0.0,0.6362805,11,0,1,0,0.06857727737973388
7,335,0,0,0,3,0,2,0,33,49,1.0,0.16815293,10,0,0,1,0.07267144319344933
8,336,0,0,0,3,0,2,0,34,71,0.0,0.62675107,13,0,1,0,0.07881269191402251
9,337,0,0,0,3,2,0,0,34,62,1.0,0.23171889999999998,12,0,0,1,0.06499488229273286
10,338,0,0,0,3,2,1,0,46,23,0.0,0.81501025,7,0,1,0,0.058341862845445236
11,339,0,0,0,3,1,2,0,46,16,0.0,0.5147562,6,0,0,1,0.08137154554759468
12,340,0,0,0,3,2,3,0,61,51,1.0,0.3962226,11,0,1,0,0.06857727737973388
13,341,0,0,0,3,3,2,0,61,42,1.0,0.19981635,10,0,0,1,0.07267144319344933
0,342,0,0,0,3,0,2,0,13,26,0.0,0.89495885,8,0,1,0,0.07023809523809524
1,343,0,0,0,3,2,0,0,13,19,0.0,0.52569336,7,0,0,1,0.07857142857142857
2,344,0,0,0,3,2,1,0,40,19,0.0,0.8632343000000001,7,0,1,0,0.07857142857142857
3,345,0,0,0,3,1,2,0,40,13,1.0,0.43477184,6,0,0,1,0.0625
4,346,0,0,0,3,2,4,0,53,13,0.0,0.88416564,6,0,1,0,0.0625
5,347,0,0,0,3,4,2,0,53,7,1.0,0.41801947,5,0,0,1,0.0625
122,348,0,0,0,3,6,7,0,14,125,0.0,0.84789336,15,0,1,0,0.04233870967741935
123,349,0,0,0,3,7,6,0,14,116,0.0,0.5192379,14,0,0,1,0.06653225806451613
124,350,0,0,0,3,0,7,0,57,18,0.0,0.82503414,5,0,1,0,0.07056451612903226
125,351,0,0,0,3,7,0,0,57,6,0.0,0.80029666,4,0,0,1,0.06541218637992832
126,352,0,0,0,3,7,0,0,58,13,0.0,0.83808666,5,0,1,0,0.07056451612903226
127,353,0,0,0,3,0,7,0,58,1,0.0,0.78418744,4,0,0,1,0.06541218637992832
128,354,0,0,0,3,7,0,0,92,85,0.0,0.8534417999999999,11,0,1,0,0.07280465949820789
129,355,0,0,0,3,0,7,0,92,72,0.0,0.616908,10,0,0,1,0.08064516129032258
34,356,0,0,0,3,6,4,0,32,112,0.0,0.5619713000000001,15,0,1,0,0.03250345781466114
35,357,0,0,0,3,4,0,0,63,140,0.0,0.7165358000000001,3,0,1,0,0.07607192254495157
36,358,0,0,0,3,0,4,0,63,131,0.0,0.73681813,1,0,0,1,0.057053941908713685
70,359,0,0,0,3,0,2,0,10,87,0.0,0.5214809,15,0,1,0,0.05505819158460161
71,360,0,0,0,3,2,0,0,10,78,1.0,0.30358338,14,0,0,1,0.05774395702775291
72,361,0,0,0,3,1,2,0,43,33,0.0,0.6522051999999999,8,0,1,0,0.0738585496866607
73,362,0,0,0,3,2,1,0,43,26,1.0,0.2662022,7,0,0,1,0.06042972247090421
6,363,0,0,0,3,0,3,0,13,18,0.0,0.87439346,8,0,1,0,0.07708933717579251
7,364,0,0,0,3,3,0,0,13,13,0.0,0.52756464,7,0,0,1,0.055475504322766565
8,365,0,0,0,3,3,0,0,26,44,0.0,0.7867081,13,0,1,0,0.08645533141210375
9,366,0,0,0,3,0,3,0,26,39,1.0,0.44640219999999997,12,0,0,1,0.08645533141210375
10,367,0,0,0,3,4,3,0,41,68,0.0,0.88487875,3,0,1,0,0.08285302593659942
11,368,0,0,0,3,3,4,0,41,64,0.0,0.6776022,2,0,0,1,0.07564841498559077
14,369,0,0,0,3,0,2,0,6,13,0.0,0.8419769,6,0,1,0,0.08137154554759468
15,370,0,0,0,3,2,0,0,6,5,0.0,0.56078017,4,0,0,1,0.07727737973387923
16,371,0,0,0,3,2,0,0,20,51,0.0,0.69482005,11,0,1,0,0.06857727737973388
17,372,0,0,0,3,0,2,0,20,42,1.0,0.24129117,10,0,0,1,0.07267144319344933
18,373,0,0,0,3,1,2,0,47,46,1.0,0.44120240000000005,10,0,1,0,0.07267144319344933
19,374,0,0,0,3,2,1,0,47,38,1.0,0.31859517,9,0,0,1,0.07318321392016376
6,375,0,0,0,3,2,0,0,14,30,0.0,0.8840691999999999,8,0,1,0,0.07023809523809524
7,376,0,0,0,3,0,2,0,14,20,1.0,0.45924497,7,0,0,1,0.07857142857142857
8,377,0,0,0,3,0,2,0,27,84,0.0,0.5038033,16,0,1,0,0.03571428571428571
9,378,0,0,0,3,2,0,0,27,80,1.0,0.08268964,15,0,0,1,0.03571428571428571
10,379,0,0,0,3,4,2,0,54,70,0.0,0.67469215,13,0,1,0,0.07916666666666666
11,380,0,0,0,3,2,4,0,54,64,1.0,0.41537398,13,0,0,1,0.07916666666666666
130,381,0,0,0,3,7,6,0,15,110,0.0,0.64948416,14,0,1,0,0.06653225806451613
131,382,0,0,0,3,6,7,0,15,98,1.0,0.36724555,13,0,0,1,0.07235663082437276
132,383,0,0,0,3,0,7,0,75,61,0.0,0.82379776,9,0,1,0,0.06384408602150538
133,384,0,0,0,3,7,0,0,75,48,0.0,0.60988474,8,0,0,1,0.06541218637992832
134,385,0,0,0,3,7,0,0,106,128,0.0,0.8636865,16,0,1,0,0.013888888888888888
135,386,0,0,0,3,0,7,0,106,119,0.0,0.64820224,15,0,0,1,0.04233870967741935
136,387,0,0,0,3,8,7,0,136,143,0.0,0.88758343,2,0,1,0,0.06630824372759858
137,388,0,0,0,3,7,8,0,136,135,0.0,0.68081045,1,0,0,1,0.03920250896057348
37,389,0,0,0,3,4,6,0,32,103,1.0,0.35514509999999994,14,0,0,1,0.06708160442600276
38,390,0,0,0,3,0,4,0,64,8,0.0,0.71475255,5,0,1,0,0.07434301521438451
39,391,0,0,0,3,4,0,0,64,146,0.0,0.5456964,3,0,0,1,0.07607192254495157
40,392,0,0,0,3,4,0,0,76,27,0.0,0.8570721,7,0,1,0,0.053596127247579534
41,393,0,0,0,3,0,4,0,76,17,0.0,0.8241378,5,0,0,1,0.07434301521438451
42,394,0,0,0,3,0,4,0,88,85,0.0,0.505509,12,0,1,0,0.06881051175656985
43,395,0,0,0,3,4,0,0,88,72,1.0,0.25767297,11,0,0,1,0.08022130013831259
44,396,0,0,0,3,4,0,0,89,67,0.0,0.63785815,10,0,1,0,0.06535269709543569
45,397,0,0,0,3,0,4,0,89,55,0.0,0.6190722,9,0,0,1,0.08125864453665284
46,398,0,0,0,3,0,4,0,101,110,1.0,0.44995803,15,0,1,0,0.03250345781466114
47,399,0,0,0,3,4,0,0,101,101,1.0,0.22415954,14,0,0,1,0.06708160442600276
74,400,0,0,0,3,0,2,0,12,8,0.0,0.87135446,4,0,1,0,0.06401074306177261
75,401,0,0,0,3,2,0,0,12,123,1.0,0.49659127,3,0,0,1,0.0720680393912265
76,402,0,0,0,3,1,2,0,27,55,0.0,0.6555611,11,0,1,0,0.08594449418084155
77,403,0,0,0,3,2,1,0,27,47,1.0,0.2515732,10,0,0,1,0.06714413607878246
12,404,0,0,0,3,3,0,0,0,60,0.0,0.75750244,1,0,1,0,0.05403458213256484
13,405,0,0,0,3,0,3,0,0,56,1.0,0.45950782,0,0,0,1,0.032420749279538905
14,406,0,0,0,3,0,3,0,27,51,0.0,0.65915424,14,0,1,0,0.05403458213256484
15,407,0,0,0,3,3,0,0,27,47,1.0,0.28651607,13,0,0,1,0.08645533141210375
16,408,0,0,0,3,3,4,0,42,38,0.0,0.7761045,12,0,1,0,0.08645533141210375
17,409,0,0,0,3,4,3,0,42,33,1.0,0.24230729999999998,11,0,0,1,0.06484149855907781
20,410,0,0,0,3,0,2,0,7,20,0.0,0.8419769,6,0,1,0,0.08137154554759468
21,411,0,0,0,3,2,0,0,7,11,1.0,0.41741459999999997,5,0,0,1,0.058853633572159676
22,412,0,0,0,3,2,0,0,36,91,0.0,0.7852359,1,0,1,0,0.04350051177072672
23,413,0,0,0,3,2,0,0,35,83,0.0,0.72772646,15,0,1,0,0.04912998976458546
24,414,0,0,0,3,0,2,0,35,77,1.0,0.28520453,14,0,0,1,0.06397134083930399
25,415,0,0,0,3,2,1,0,48,39,1.0,0.47011757,9,0,1,0,0.07318321392016376
26,416,0,0,0,3,1,2,0,48,31,1.0,0.2159152,8,0,0,1,0.06704196519959059
27,417,0,0,0,3,3,2,0,62,66,1.0,0.3911358,13,0,1,0,0.07881269191402251
28,418,0,0,0,3,2,3,0,62,59,1.0,0.18731463,12,0,0,1,0.06499488229273286
12,419,0,0,0,3,0,2,0,15,32,0.0,0.76912636,9,0,1,0,0.06547619047619048
13,420,0,0,0,3,2,0,0,15,22,0.0,0.5180234,7,0,0,1,0.07857142857142857
14,421,0,0,0,3,2,0,0,28,78,0.0,0.54350454,14,0,1,0,0.061309523809523814
15,422,0,0,0,3,0,2,0,28,68,1.0,0.19040936,13,0,0,1,0.07916666666666666
16,423,0,0,0,3,1,2,0,41,24,0.0,0.88890535,8,0,1,0,0.07023809523809524
17,424,0,0,0,3,2,1,0,41,17,1.0,0.43477184,6,0,0,1,0.0625
18,425,0,0,0,3,2,4,0,55,81,1.0,0.45382738,15,0,1,0,0.03571428571428571
19,426,0,0,0,3,4,2,0,55,76,1.0,0.36375344,14,0,0,1,0.061309523809523814
138,427,0,0,0,3,6,7,0,16,127,0.0,0.84789336,16,0,1,0,0.013888888888888888
139,428,0,0,0,3,7,6,0,16,120,0.0,0.55461586,15,0,0,1,0.04233870967741935
140,429,0,0,0,3,7,0,0,60,19,0.0,0.8420334999999999,5,0,1,0,0.07056451612903226
141,430,0,0,0,3,0,7,0,60,7,0.0,0.7572361999999999,4,0,0,1,0.06541218637992832
142,431,0,0,0,3,7,0,0,76,48,0.0,0.8869099,8,0,1,0,0.06541218637992832
143,432,0,0,0,3,0,7,0,76,35,0.0,0.67114186,7,0,0,1,0.07146057347670251
144,433,0,0,0,3,0,7,0,93,99,0.0,0.8076534000000001,13,0,1,0,0.07235663082437276
145,434,0,0,0,3,7,0,0,93,87,0.0,0.55100596,12,0,0,1,0.07997311827956989
48,435,0,0,0,3,0,4,0,33,5,0.0,0.6362875,4,0,1,0,0.04460580912863071
49,436,0,0,0,3,4,0,0,33,144,0.0,0.5114945,3,0,0,1,0.07607192254495157
50,437,0,0,0,3,4,0,0,34,21,0.0,0.85074294,6,0,1,0,0.0594744121715076
51,438,0,0,0,3,0,4,0,34,10,0.0,0.7602628,5,0,0,1,0.07434301521438451
52,439,0,0,0,3,0,4,0,77,50,0.0,0.803168,9,0,1,0,0.08125864453665284
53,440,0,0,0,3,4,0,0,77,39,0.0,0.5249239,8,0,0,1,0.06846473029045644
54,441,0,0,0,3,4,0,0,102,113,1.0,0.397928,16,0,1,0,0.025933609958506226
55,442,0,0,0,3,0,4,0,102,105,1.0,0.26421684,14,0,0,1,0.06708160442600276
78,443,0,0,0,3,0,2,0,14,32,0.0,0.67374074,8,0,1,0,0.0738585496866607
79,444,0,0,0,3,2,0,0,14,24,1.0,0.4174866,7,0,0,1,0.06042972247090421
18,445,0,0,0,3,0,3,0,1,71,0.0,0.71418595,3,0,1,0,0.08285302593659942
19,446,0,0,0,3,3,0,0,1,65,0.0,0.54740435,2,0,0,1,0.07564841498559077
20,447,0,0,0,3,3,0,0,14,18,0.0,0.9029633,8,0,1,0,0.07708933717579251
21,448,0,0,0,3,0,3,0,14,12,0.0,0.5271807,6,0,0,1,0.04322766570605188
22,449,0,0,0,3,3,0,0,28,47,0.0,0.79061455,13,0,1,0,0.08645533141210375
23,450,0,0,0,3,0,3,0,28,41,1.0,0.42867082,12,0,0,1,0.08645533141210375
24,451,0,0,0,3,4,3,0,43,47,0.0,0.7470576999999999,13,0,1,0,0.08645533141210375
25,452,0,0,0,3,3,4,0,43,42,1.0,0.40454203,12,0,0,1,0.08645533141210375
29,453,0,0,0,3,2,0,0,8,18,0.0,0.8855165,6,0,1,0,0.08137154554759468
30,454,0,0,0,3,0,2,0,8,10,0.0,0.532496,5,0,0,1,0.058853633572159676
31,455,0,0,0,3,0,2,0,21,81,0.0,0.64914286,15,0,1,0,0.04912998976458546
32,456,0,0,0,3,2,0,0,21,72,1.0,0.33757222,14,0,0,1,0.06397134083930399
33,457,0,0,0,3,2,4,0,63,16,0.0,0.721046,6,0,1,0,0.08137154554759468
34,458,0,0,0,3,4,2,0,63,8,1.0,0.32199866,5,0,0,1,0.058853633572159676
20,459,0,0,0,3,2,0,0,16,38,0.0,0.8211231999999999,9,0,1,0,0.06547619047619048
21,460,0,0,0,3,0,2,0,16,28,0.0,0.54633945,8,0,0,1,0.07023809523809524
22,461,0,0,0,3,0,2,0,29,82,1.0,0.49689084,16,0,1,0,0.03571428571428571
23,462,0,0,0,3,2,0,0,29,77,1.0,0.24057686,14,0,0,1,0.061309523809523814
24,463,0,0,0,3,2,1,0,42,32,0.0,0.73408103,9,0,1,0,0.06547619047619048
25,464,0,0,0,3,1,2,0,42,23,1.0,0.48441786,8,0,0,1,0.07023809523809524
146,465,0,0,0,3,0,7,0,61,25,0.0,0.8805284,6,0,1,0,0.058915770609319
147,466,0,0,0,3,7,0,0,61,12,0.0,0.7395451999999999,5,0,0,1,0.07056451612903226
148,467,0,0,0,3,0,7,0,77,69,0.0,0.80427593,10,0,1,0,0.08064516129032258
149,468,0,0,0,3,7,0,0,77,56,0.0,0.6343219,9,0,0,1,0.06384408602150538
150,469,0,0,0,3,0,7,0,95,101,0.0,0.8076534000000001,13,0,1,0,0.07235663082437276
151,470,0,0,0,3,7,0,0,95,89,0.0,0.55100596,12,0,0,1,0.07997311827956989
56,471,0,0,0,3,0,4,0,37,38,0.0,0.7592707,8,0,1,0,0.06846473029045644
57,472,0,0,0,3,4,0,0,37,26,0.0,0.63127935,7,0,0,1,0.053596127247579534
58,473,0,0,0,3,4,0,0,38,54,0.0,0.7654331,9,0,1,0,0.08125864453665284
59,474,0,0,0,3,0,4,0,38,43,0.0,0.5220299,8,0,0,1,0.06846473029045644
60,475,0,0,0,3,0,4,0,39,72,0.0,0.73257506,11,0,1,0,0.08022130013831259
61,476,0,0,0,3,4,0,0,39,60,1.0,0.45179224,10,0,0,1,0.06535269709543569
62,477,0,0,0,3,4,0,0,40,90,0.0,0.6799978,13,0,1,0,0.05532503457814661
63,478,0,0,0,3,0,4,0,40,79,0.0,0.5067573000000001,11,0,0,1,0.08022130013831259
64,479,0,0,0,3,0,4,0,65,14,0.0,0.71475255,5,0,1,0,0.07434301521438451
65,480,0,0,0,3,4,0,0,65,2,0.0,0.61855066,4,0,0,1,0.04460580912863071
66,481,0,0,0,3,0,4,0,90,82,0.0,0.505509,12,0,1,0,0.06881051175656985
67,482,0,0,0,3,4,0,0,90,68,1.0,0.25767297,11,0,0,1,0.08022130013831259
68,483,0,0,0,3,0,4,0,103,113,1.0,0.44056916,16,0,1,0,0.025933609958506226
69,484,0,0,0,3,4,0,0,103,105,1.0,0.22415954,14,0,0,1,0.06708160442600276
80,485,0,0,0,3,2,1,0,28,42,0.0,0.50417507,9,0,1,0,0.05371530886302596
81,486,0,0,0,3,1,2,0,28,37,1.0,0.33525187,9,0,0,1,0.05371530886302596
82,487,0,0,0,3,2,1,0,29,41,1.0,0.49706644,9,0,1,0,0.05371530886302596
83,488,0,0,0,3,1,2,0,29,35,1.0,0.31272155,8,0,0,1,0.0738585496866607
26,489,0,0,0,3,3,0,0,2,61,0.0,0.75750244,1,0,1,0,0.05403458213256484
27,490,0,0,0,3,0,3,0,2,57,1.0,0.45950782,0,0,0,1,0.032420749279538905
28,491,0,0,0,3,0,3,0,15,21,0.0,0.8995936999999999,8,0,1,0,0.07708933717579251
29,492,0,0,0,3,3,0,0,15,16,1.0,0.48822373,7,0,0,1,0.055475504322766565
35,493,0,0,0,3,0,2,0,9,22,0.0,0.8565986999999999,7,0,1,0,0.058341862845445236
36,494,0,0,0,3,2,0,0,9,14,1.0,0.48879808,6,0,0,1,0.08137154554759468
37,495,0,0,0,3,2,0,0,22,68,1.0,0.45125788,13,0,1,0,0.07881269191402251
38,496,0,0,0,3,0,2,0,22,59,1.0,0.26447177,12,0,0,1,0.06499488229273286
39,497,0,0,0,3,2,1,0,49,45,1.0,0.4881469,10,0,1,0,0.07267144319344933
40,498,0,0,0,3,1,2,0,49,38,1.0,0.27108842,9,0,0,1,0.07318321392016376
41,499,0,0,0,3,4,2,0,64,4,0.0,0.73811054,4,0,1,0,0.07727737973387923
42,500,0,0,0,3,2,4,0,64,104,1.0,0.38625443,3,0,0,1,0.05783009211873081
26,501,0,0,0,3,2,3,0,30,99,0.0,0.85519624,2,0,1,0,0.061309523809523814
27,502,0,0,0,3,3,2,0,30,90,1.0,0.49765193,1,0,0,1,0.05476190476190476
28,503,0,0,0,3,1,2,0,43,58,0.0,0.6781424,12,0,1,0,0.06488095238095239
29,504,0,0,0,3,2,1,0,43,53,1.0,0.36878622,11,0,0,1,0.061309523809523814
152,505,0,0,0,3,7,6,0,0,143,0.0,0.91910267,2,0,1,0,0.06630824372759858
153,506,0,0,0,3,6,7,0,0,136,0.0,0.9045252,1,0,0,1,0.03920250896057348
154,507,0,0,0,3,7,0,0,96,102,0.0,0.85223335,13,0,1,0,0.07235663082437276
155,508,0,0,0,3,0,7,0,96,90,0.0,0.60727024,12,0,0,1,0.07997311827956989
70,509,0,0,0,3,0,4,0,53,129,0.0,0.69298434,1,0,1,0,0.057053941908713685
71,510,0,0,0,3,4,0,0,53,120,0.0,0.5413176,0,0,0,1,0.041493775933609964
72,511,0,0,0,3,4,0,0,66,144,0.0,0.7165358000000001,3,0,1,0,0.07607192254495157
73,512,0,0,0,3,0,4,0,66,134,0.0,0.72618085,2,0,0,1,0.048409405255878286
74,513,0,0,0,3,4,0,0,78,32,0.0,0.8570721,7,0,1,0,0.053596127247579534
75,514,0,0,0,3,0,4,0,78,21,0.0,0.82452905,6,0,0,1,0.0594744121715076
76,515,0,0,0,3,4,0,0,91,70,0.0,0.7046269000000001,11,0,1,0,0.08022130013831259
77,516,0,0,0,3,4,0,0,104,116,1.0,0.397928,16,0,1,0,0.025933609958506226
78,517,0,0,0,3,0,4,0,104,109,1.0,0.39607525,15,0,0,1,0.03250345781466114
84,518,0,0,0,3,2,0,0,15,20,0.0,0.72300804,6,0,1,0,0.040286481647269466
85,519,0,0,0,3,0,2,0,15,12,0.0,0.51302004,5,0,0,1,0.051477170993733216
30,520,0,0,0,3,0,3,0,3,74,0.0,0.71418595,3,0,1,0,0.08285302593659942
31,521,0,0,0,3,3,0,0,3,66,0.0,0.54740435,2,0,0,1,0.07564841498559077
32,522,0,0,0,3,3,0,0,16,19,0.0,0.9180867,8,0,1,0,0.07708933717579251
33,523,0,0,0,3,0,3,0,16,14,0.0,0.61100906,7,0,0,1,0.055475504322766565
34,524,0,0,0,3,0,3,0,29,53,0.0,0.69236195,15,0,1,0,0.04322766570605188
35,525,0,0,0,3,3,0,0,29,48,1.0,0.37961,14,0,0,1,0.05403458213256484
36,526,0,0,0,3,3,4,0,44,54,0.0,0.69860095,15,0,1,0,0.04322766570605188
37,527,0,0,0,3,4,3,0,44,50,1.0,0.40596586,14,0,0,1,0.05403458213256484
43,528,0,0,0,3,2,0,0,10,26,0.0,0.8503308,7,0,1,0,0.058341862845445236
44,529,0,0,0,3,0,2,0,10,15,1.0,0.44169533,6,0,0,1,0.08137154554759468
45,530,0,0,0,3,0,2,0,23,84,0.0,0.5370718000000001,16,0,1,0,0.030706243602865918
46,531,0,0,0,3,2,0,0,23,79,1.0,0.26181716,14,0,0,1,0.06397134083930399
47,532,0,0,0,3,1,2,0,50,68,0.0,0.5300329,13,0,1,0,0.07881269191402251
48,533,0,0,0,3,2,1,0,50,60,1.0,0.23189688,12,0,0,1,0.06499488229273286
49,534,0,0,0,3,2,4,0,65,9,0.0,0.7617174,5,0,1,0,0.058853633572159676
50,535,0,0,0,3,4,2,0,65,1,1.0,0.320646,4,0,0,1,0.07727737973387923
30,536,0,0,0,3,2,0,0,17,40,0.0,0.87196106,10,0,1,0,0.06369047619047619
31,537,0,0,0,3,0,2,0,17,31,0.0,0.5204004,8,0,0,1,0.07023809523809524
32,538,0,0,0,3,3,2,0,31,0,0.0,0.85376674,4,0,1,0,0.0625
33,539,0,0,0,3,2,3,0,31,102,0.0,0.5029143,3,0,0,1,0.0625
34,540,0,0,0,3,2,1,0,44,70,0.0,0.6825111,13,0,1,0,0.07916666666666666
35,541,0,0,0,3,1,2,0,44,63,1.0,0.34376103,13,0,0,1,0.07916666666666666
156,542,0,0,0,3,6,7,0,1,0,0.0,0.9590211999999999,4,0,1,0,0.06541218637992832
157,543,0,0,0,3,7,6,0,1,152,0.0,0.8749944,3,0,0,1,0.06025985663082437
158,544,0,0,0,3,7,0,0,47,139,0.0,0.8825912,1,0,1,0,0.03920250896057348
159,545,0,0,0,3,0,7,0,47,131,0.0,0.8111222,0,0,0,1,0.010080645161290322
160,546,0,0,0,3,7,0,0,80,54,0.0,0.8650395000000001,9,0,1,0,0.06384408602150538
161,547,0,0,0,3,0,7,0,80,41,0.0,0.6732985,7,0,0,1,0.07146057347670251
162,548,0,0,0,3,0,7,0,97,110,0.0,0.7938333000000001,14,0,1,0,0.06653225806451613
163,549,0,0,0,3,7,0,0,97,96,0.0,0.55145174,13,0,0,1,0.07235663082437276
79,550,0,0,0,3,4,0,0,54,125,0.0,0.7780800999999999,1,0,1,0,0.057053941908713685
80,551,0,0,0,3,0,4,0,54,117,0.0,0.6603394,0,0,0,1,0.041493775933609964
81,552,0,0,0,3,0,4,0,67,29,0.0,0.77958167,7,0,1,0,0.053596127247579534
82,553,0,0,0,3,4,0,0,67,20,0.0,0.70993674,6,0,0,1,0.0594744121715076
83,554,0,0,0,3,0,4,0,79,52,0.0,0.803168,9,0,1,0,0.08125864453665284
84,555,0,0,0,3,4,0,0,79,40,0.0,0.5249239,8,0,0,1,0.06846473029045644
85,556,0,0,0,3,0,4,0,91,57,0.0,0.6044871,9,0,0,1,0.08125864453665284
86,557,0,0,0,3,0,4,0,105,114,1.0,0.44056916,16,0,1,0,0.025933609958506226
87,558,0,0,0,3,4,0,0,105,106,1.0,0.22415954,14,0,0,1,0.06708160442600276
86,559,0,0,0,3,1,2,0,16,121,0.0,0.8555004999999999,3,0,1,0,0.0720680393912265
87,560,0,0,0,3,2,1,0,16,110,1.0,0.48848784,2,0,0,1,0.0863921217547001
